track_id,lyrics
0089071,Ahhhhh...
1056037,"失われた赤い運河の都 Lost Red Canal City
In corraboration with To-Den (a.k.a. Tokude kikoeru denshion)
[Original lyrics] 失われた赤い運河の都
運河の道を下り来て　この都にたどり着く
人々はみな去りゆき　残るは抜け殻の街
ゆらめく影のならびは　在りし日のこだまなのか
幾千の昼と夜が　過ぎ去りて砂となって
そうだね　君はここにいたんだ　忘れてしまったほど
遠いはるかな　ずっと昔に
そうだよ　僕もここへ来たんだ　ほんの昨日のことだと
思っていたけどそれは　いつだったか
小高い丘の上から　見下ろす街の眺めを
赤い砂の風が吹き　すべてが乾き崩れゆく
歩くものは何もない　捨て去られた赤い道
幾万の星がそれを　変わらず照らしつづけてる
そうだね　君とここで別れた　振り返っても見えない
遠いいつかの　ずっと昔に
そうだよ　僕はここで待ってた　すべてが終わったあとの
赤い運河の都で　いつまでも
運河の道を下り来て　この都にたどり着く
見捨てられた街を望み　独り立つ丘の上に
吹きすさぶ風のひびきは　在りし日の嘆きなのか
幾千の昼と夜が　等しくここで続いてく
赤い運河の都
失われた月日を
赤い運河の都
見つめて　悼み続ける
赤い運河の都
喪われたものたち
赤い運河の都
全ては流れの彼方に
[Transcription] Usinawareta akai ungano miyako
Ungano michio kudarikite kono miyakoni tadoritsuku
Hitobitowa mina sariyuki nokoruwa nukegarano machi
Yurameku kageno narabiwa arishihino kodamananoka
Ikusenno hiruto yoruga sugisarite sunatonatte
Sodane kimiwa kokoni itan'da wasureteshimattahodo
Toi harukana zutto mukashini
Sodayo bokumo kokoe kitanda hon'no kinono kotodato
Omottteitakedo sorewa itsudattaka
Kodakai okano uekara miorosu machino nagameo
Akai sunano kazega fuki subetega kawaki kuzureyuku
Aruku monowa nanimonai sutesarareta akai michi
Ikuman'no hoshiga soreo kawarazu terashitsuzuketeru
Sodane kimito kokode wakareta furikaettemo mienai
Toi itsukano zutto mukashinii
Sotayo bokuwa kokode matteta subetega owatta atono
Akai ungano miyakode itsumademo
Ungano michio kudari kite kono miyakoni tadoritsuku
Misuterareta machio nozomi hitori tatsu okano ueni
Fukisusabu kazeno hibikiwa arishihino nageki nanonka
Ikusen'no hiruto yoruga hitoshiku kokode tsuzuiteku
Akai ungano miyako
Ushinawareta tsukihio
Akai ungano miyako
Mitsumete itamitsuzukeru
Akai ungano miyako
Ushinawareta monotachi
Akai ungano miyako
Subetewa nagareno kanatani
[Translation] Lost Red Canal City
Down by the way along the river I get to this town
Where all the people has gone and only the emptiness remains
Lines of shadows are moving as if a reflection of the past
After thousands of day and night has passed and degraded into sand
Oh yes. You were here. It's so long time ago
That I can't even remember exactly.
Oh yes. I came here too. Seems like it was only yesterday
But I don't remember when it really was.
On the hill, looking down the whole city
Where all the things gone dry in front of the storm of red sand
No walkers there on the deserted red road
The millions of stars still shine on it.
Oh yes. I left you here. It was sometime so long ago
Even I can't recall when it was
Oh yes. I waited for you here, after all been done
In the red canal city, for so long time.
Down by the way along the river I get to this town
I stand alone on the hill, looking down the deserted city
Blowing wind roars like sorrow for the past days
And thousands of day and night is still to come.
The red canal city
Watching the lost days and nights
The red canal city
Keeping on mourning
The red canal city
All the ones lost
The red canal city
They are gone after the streams of time"
1027877,"08) Karma (feat. Ichi)
(S. Tartaglia, N. Rodda – N. Rodda)
Ritornello x2 – Tufu
Tutto accade per un motivo
La notte cade per un motivo
Ciò che decade, chi lo motiva?
E in ogni loco il karma è la locomotiva
Tutto accade per un motivo
La notte cade per un motivo
Ciò che decade, chi lo motiva?
E in ogni loco il karma è la locomotiva
Verso 1 – Tufu
Karma, samsara...è un ciclo di morti e rinascite
Con principio di causa concausa
Rinasco in ogni traccia dentro un nuovo personaggio
Ma è un karaoke in cui non canti tu come al Samsara
Chi è di Ivrea mi intende
Distruggi la linvrea del tuo nemico ma poi quello si riprende
Qualcuno dall'alto ti riprende di nascosto
Ma il presupposto è che succede il volere opposto
Voglio fare sesso ma sono vergine
Poi trovo una del segno della vergine e penso che sia destino
Mi impegno e ci destino tutto me stesso
Nel senso che alla vergine io Insegno suPino
Il karma è quella ruota su cui tutto si bilancia
E la sua bilancia ruota ma con calma
È quando trovi l'anima gemella
Ma poi scopri che non è tanto gemella ed è pure senz'anima!!!
Ritornello x2 – Tufu
Tutto accade per un motivo
La notte cade per un motivo
Ciò che decade, chi lo motiva?
E in ogni loco il karma è la locomotiva
Tutto accade per un motivo
La notte cade per un motivo
Ciò che decade, chi lo motiva?
E in ogni loco il karma è la locomotiva
Bridge x4 – Tufu
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Verso 2 – Ichi
Vedi ah, ho agito in nome dell'amore
Ed è stata la riprova che col cazzo che tutto torna
Ma, se è vero che chi rende bene per male
Esaurisce le proprie cariche karmiche allora
Fisicamente mi trovo reattivo su a Roma
Con il nulla che mi divora e l'anima in karma, coma
E oggi non c'è nota
Ne parola che
Possa causare un risveglio, questione di tempo
Questione che esaurendo il karma non è detto
Che possa sortirne alcun beneficio ma
Spero nella tempesta e nel battito d'ali di una farfalla
Se è vero che per ogni lacrima versata
Corrisponde un sorriso e visti i solchi sul viso
Attendo che la notte cada sperando che sulla mia strada
Ci sia qualcuno pronto ad aiutarmi a raccoglierla
Ritornello x2 – Tufu
Tutto accade per un motivo
La notte cade per un motivo
Ciò che decade, chi lo motiva?
E in ogni loco il karma è la locomotiva
Tutto accade per un motivo
La notte cade per un motivo
Ciò che decade, chi lo motiva?
E in ogni loco il karma è la locomotiva
Bridge x4 – Tufu
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine
Fai qualcosa con un fine, ciò che fai
Distrugge quel qualcosa che a sua volta distrugge quel tuo fine"
0014345,"Sal de casa amigo
mira hoy hace sol
el día ha comenzado
necesitas Rock&Roll
Un café y una tostada
comienza a funcionar
está todo preparado
hoy vas a triunfar
Somos tu despertador
Caja Negra es tu despertador
Metallica, Deep Purple,
Iron Maiden o Pink Floyd
AC/DC, Janis Joplin, Queen
o Los Stones
Leño, Saratoga, Triana y el Barón
están todos en tu radio
y La Caja Negra no...
Somos tu despertador
Caja Negra es tu despertador
Otra vez al curro
y tu equipo no ganó
vaya día que te espera
hoy te toca ser bufón
Te estalla la cabeza
empieza el Rock&Roll
con música en la oreja
las penas saben mejor
Somos tu despertador
Caja Negra es tu despertador
La tortilla ha dado la vuelta
y tu equipo machacó
llegas el primero al tajo
hoy te espera lo mejor
Comienza la jugada
el día llega a su fin
pronto llegará mañana
y la resaca es para tí
Somos tu despertador
Caja Negra es tu despertador"
0451137,"J'ai promis à ma chère amie
(Я милой обещал)
J'ai promis à ma chère amie,
J'ai promis de m'en revenir
A Nantes avant décembre,
Le mois d'septembre il est passé
Le mois d'novembre, il est passé:
La belle est en attente,
Son galant, il a beau cherché
Son galant, il n'a point trouvé
Pour son travail, à Nantes.
Il aprecois un messager
Qui revenait de Nantes
à Paris de vers Nantes
Approche, approche, beau messager
Approche, et dis-moi, messager
Quelles nouvelles y'a dans Nantes?
On a changé les echevins
Dans la ville de Nantes
Et dans l'entour de Nantes.
Ils feront l'herbe reverdir
Ils feront l'herbe reverdir
Sous nos pieds qu'on y danse,
Feront les amants revenir,
Feront les amants revenir,
Apres les mois d'absence"
0029968,"SEM KAR SEM
(Marko Djukič)
čas mojih sanj
drsi v brezdan
svež se zdi
ko beži
dan kot je noč
zaspim nevedoč
da tak se zdi
ker beži
spet se gibljem v novo smer
jutri več obljublja
kot ta večer
ko končno spet zajamem zrak
naslednji vdih bo slajši
vsak nov korak
tok nedorečen
vodi navzven
vodi navzgor
nazaj
k sebi v objem
da bom
kar sem"
0838395,"Clarence the Cross-Eyed Cat
Clarence the cross-eyed cat lived in
A box down at the end of Winslow Street
He was rarely ever seen, in fact he
Only left his box sometimes to eat
It was one of those days, while I was out strolling,
That by chance we happened to meet
He looked at me square in the eyes, as best he could,
And this is what he said to me...
He said
Don't run in the traffic
Don't play in the rain
Don't put dirty feet on the hassock
Don't mush beets down the drain
Don't put a fork in a socket
Don't touch a stove while it's hot
Don't strap yourself to a rocket
And if you rob a bank, don't get caught
Clarence the cross-eyed cat said to me that
Day as we were walking down the street
Let's go down to the diner on the corner
We'll go inside and get us something to eat
I said ""That's great!"" and he led the way
We had ham and eggs and some other kind of green meat
And as I sat with that mangy cat
He imparted more of his wisdom to me
Don't run with scissors
Unless you're willing to lose an eye
Don't walk under ladders
Don't get caught in a lie
Don't look up under bird flocks
And never drink too much gin
Don't look under monks' frocks
Never piss in the wind
Clarence the cross-eyed cat said to me that
Day when we were through with all our food
Well I'm glad I had all this time today
That I could spend with you
'Cause you know that I can tell you all
The things in life you really should do
And I could hear him say, as we parted ways,
There's still a few more things I should tell you
He said
Don't pull the tag off your mattress
Don't lick too many stamps
Don't swim after eating
'Cause your mom said you're gonna get cramps
Don't drink milk that is chunky
Always wear draws in your size
Don't feed hot cheese to a monkey
'Cause that's how I got crossed eyes
Don't feed a Gremlin after midnight
Don't take a bull by the horns
Don't get off a jet plane in mid flight
Don't rub an old lady's corns
Don't ever play with matches
Don't zip up your pants too fast
Don't dip yourself in molasses
And then play hide and seek with red ants
No!"
1082696,"I gotta tell you somethin'
I gotta something important to say man
This ain't no joke, you gotta be serious
I gotta tell you somethin'
And this can't wait, man
You gotta listen to me now
I gotta tell you somethin' now"
0832632,"It's opening up
Dark forward get cold
Let go and come down
Tonight it's your favorite shirt
The wind ain't hard but its calm
Let go and come down
It's possible I might miss you
If not when will it again
I burned, you turned, I learned, why
Why, why not, why, why
You got to feel it tonight
Blow hot and blow cold
Play fast and loose
Take it to head
A bit in the teeth
Fits- and starts
At your sweet will
Not counting the cost
Let go and come down
I can tell you, this is everything
Thrown and sleeveless, in and did
some things
I burned, you turned, I learned, why
Why, why not, why, why
You got to feel it tonight
It's possible I might miss you
If not when will it again
I burned, you turned, I learned, why
Why, why not, why, why
You got to feel it tonight"
0596688,"New Life
I am walking through the clouded streets, it's a curtain before my eyes
I hear my heard like it beats, like the wing flap in the skies
there is a lightning breaking-up, through the thick gray clouds
behind an eagle dressing-up, fantastic feathers and he shouts
Come and follow me, through the time wall, you will come and see the mirror of your call.
I am jumping though the clouded wall and suddenly loose all my senses
waking-up in a large hall, my mind without defenses
all my thinkings and hops, I see them in front of me
all fears, emotions begin to drop, I see another world, in change with me
Come and follow me, through the time wall, you will come and see the mirror of your call.
I am standing on the hilltop, the horizon is past and future free
no constrains, no dogma, only love, it is diffused over here.
Come and follow me, through the time wall, you will come and see the mirror of your call."
1173762,"Salgo a la calle
Con mi mejor traje
Listo para triunfar
El sol me sonríe
El aire me aplaude
En mi marcha triunfal
Te acercas y te quejas
Suspiras y te alejas
Debajo de tus cejas
Parece que aún brilla una luz
Pero no me ves
No ves lo que quieres ver
Hay gente amable, hay gente triste
Hay gente y nada más
A veces arriba, a veces abajo
Y vuelta a empezar
Ni preguntas ni respuestas
Sólo puertas abiertas
El aire se renueva
¿Qué sabe nadie y qué se yo?
Yo también tengo problemas
Pero no son mi bandera
Llevo dentro las penas
Las saco según la ocasión
Pero no me ves
No ves lo que quieres ver"
0044222,-none-
0636014,"there was a dark blue owl
on my window sill last night
it told me to get old
and then resumed its flight
i jumped out in the dark
tried to follow its chirp
by the oak tree i heard
another word about my heart
when youth will fade away
what will you do
to find someone to shred
the drafts of your life
then it spread its wings
in a slow dancing move
its glimmering eyes blinked
and it flew above the roof
i climbed back in my room
and lied down on my bed
the words inside my head
echoed on the walls of my own doom
when youth will fade away
what will you do
to find someone to shred
the drafts of your life"
0030860,"Ao ranger de mais um dia que chegou
Tu deixas entrar o sol que inovou pro galo cantar
Vem lembrar pra mim, que a vida existe sim
Ao brilhar nos teus olhos, o sol nem é tão ruim
Vai sem olhar pra trás, ou assim não sai, guarda o peito e vai
Busca um dia a mais, coração distrai, volta e a noite cai
Ao deitar de mais um dia que cegou
Tu deixas entrar e a lua atenta meus olhos fechar"
0361990,"I built a castle in the sand for you
You said I was a fool
But it wasn't in a bad way
We sat and watched the sea reclaim the land
Hand in hand
As the shadows crossed the landscape
And I know, like the ocean's ebb and flow
You give me your heart
And I give mine back to you
We turned and looked back at the lights in the town
You wanted to write it down
To capture every moment
We promised to return again next year
To feel the breeze in the air
And build castles in the sand again
And I know, like the ocean's ebb and flow
You give me your heart
And I give mine back to you"
0103074,"Le chanteur d’apéro
C’est de la faute à mes nodules
Si je chante comme ça
Et puis les chanteurs que j’adule
Ne chantent pas non plus comme ça
Chanteur de mexico j’tencule
Karmina burana
Séville , son barbier ridicule
Ne m’intéressent pas
Ils chante bien trop bas
Ils chantent bien trop haut
Plus qu’un chanteur d’opéra
Je suis un chanteur d’apéro
La la la la la plus qu’un chanteur d’opéra
Je suis un chanteur d’apéro
Et non pas d’opéra
Mais plutôt d’apéro
Viens voir ma flûte enchantée
Elle est moins romantique
Que Roméo est sa dulcinée
Mais aussi moins pathétique
J’avais bien une petite idée
Une idée d’opéra majeur
Le hamster versus mémé
Mais je ne trouve pas d’acteurs
Ma scène est un comptoir en zinc sur laquelle  je bois
aux noces de figaro
Mon public ce sont les pochtrons, et mes rappels d’autres tournées
Tmx est enfants de bohème qui n’a jamais connu de lois
Si tu ne m’aimes pas je t’aime, et si tu m’aimes tu comprendras"
1206772,"COCO DO PÉ DE MANGA
(Jessier Quirino)
Coco do Pé de Manga
Túlio Borges - Batente de Pau de Casarão (2015)
Download
As mangueiras estão de luto
E as mangas de sentimento
Derrubaram um pé de manga
Pra fazer um apartamento
Um pé de manga, um pé de cupuaçu
Um pé de jaca, um pé de coco
E um lindo pé de caju
Como é que pode tamanho descabimento
Derrubar um pé de manga
Pra fazer um apartamento
As mangueiras estão de luto
E as mangas de sentimento
Derrubaram um pé de manga
Pra fazer um apartamento
Um pé de manga, pé de jaca
Pé de pinha, de pitomba, graviola
Daquelas bem papudinha
Como é que pode um cabra sem atributo
Derrubar um pé de jaca
Pra fazer um viaduto
As jacas de sentimento
E as jaqueiras estão de luto
Derrubaram um pé de jaca
Pra fazer um viaduto
Um pé de jaca, um pezinho de romã
Jambeiro, tamarineiro
Banana prata e maçã
Como é que pode um cabra sem-vergonhento
Derrubar um pé de jambo
Pra fazer um apartamento
Os jambeiros estão de luto
E os jambos de sentimento
Derrubaram um pé de jambo
Pra fazer um apartamento
Um pé de jambo, um lindo pé de canela
Sapoti, coisa mais bela
E um lindo pé de araçá
Como é que pode um pé de lima carregado
Um abacateiro florado
Que eu não posso nem lembra"
0135845,"Ah ben ça vient de là
Vous auriez pu me le dire avant
Mon vertige a beaucoup trop,
Beaucoup trop d'antécédents,
J'ai peur
C'est le vide qui m'attire
Ou bien c'est dans ma tête que ça tire
Des balles ?
Ah ben c'est de là que ça vient
C'est comme ça c'est très bien,
Le tout, c'est de le savoir
C'est en moi
Depuis des mois, des années,
C'est mes entrailles, c'est mon essaims
Et alors ?
J'ai la tête qui tac
Les neurones qui s'éclatent
Je vole
J'ai la tête qui tic
Les neurones sympathiques,
Je plane...
Je regarde trop bas,
Je me vois vu d'en haut
Trop haut, très haut, très très haut,
Le vertige c'est en moi,
C 'est mon habit, c'est mon matelas,
J'ai la tête qui tourne, les horaires qui s'ajournent,
Je plane, je vole et je plane
Le vertige ça vous pousse des tracas plein la tête,
L'envie de voler s'oppose à la hauteur de la planète...
Ref X2 (j'ai la tête qui tac...)
C'est mon corps qui aimerait
Se sentir bien encré
Mais ma tête refuserait
De ne pas pouvoir voler,
Le dilemne est là
Changer tout
Ou se dire
Qu'on ne peut pas...."
0176524,"We don't piss in your ashtrays,
So please don't throw cigarettes in our urinals
Proszę nie wrzucać niedopałków do naszych pisuarów,
przecież my wam nie szczymy do popielniczek.
Kurt Vonnegut Jr."
1193023,"pequeñas mentiras
Estaba claro el camino, es que no había otra opción
hasta el cierzo me empujaba y yo en contra-dirección
Recordaba las palabras que me decía el señor
“No te salgas del camino y tu cíñete al guión”
Los rodeos no son buenos
Los atajos son peor
Los caprichos salen caros
pero dios como me gusta ir en contra-dirección
Basta que algo lo prohíban para que sepa mejor
No pises la linea roja, evita la tentación
Solo lo cogí prestado, solo me he bebido dos
Todavía estaba en ámbar, es que no he visto el “stop”
Estribillo
Yo nunca miento cariño, me has roto el corazón
Te echo mucho de menos y no hay otra como tú
No pares que yo te aviso, en esto soy el mejor
No miro a otra mujeres, que bonito es el amor
Estribillo
Aprecio mucho a mi jefe y lo quiero un montón
Es que no había cobertura y he perdido el autobús
Aunque me acueste muy pronto, no oigo el despertador
El primero que me fumo y nunca digo “mecaguen...”
Estribillo"
0943385,"MADRE ESPAÑA
Abrazado a tu cuerpo como el tronco a su tierra,
con todas las raíces y todos los corajes,
¿quién me separará, me arrancará de ti,
madre?
Abrazado a tu vientre, ¿quién me lo quitará,
si su fondo titánico da principio a mi carne?
abrazado a tu vientre, que es mi perpetua casa,
¡nadie!
Madre: abismo de siempre, tierra de siempre: entrañas
donde desembocando se unen todas las sangres:
donde todos los huesos caídos se levantan:
madre.
Decir madre es decir tierra que me ha parido;
es decir a los muertos: hermanos, levantarse;
es sentir en la boca y escuchar bajo el suelo
sangre.
La otra madre es un puente, nada más, de tus ríos.
El otro pecho es una burbuja de tus mares.
Tú eres la madre entera con todo su infinito,
madre.
Tierra: tierra en la boca, y en el alma, y en todo.
Tierra que voy comiendo, que al fin ha de tragarme.
Con más fuerza que antes, volverás a parirme,
madre.
Cuando sobre tu cuerpo sea una leve huella,
volverás a parirme con más fuerza que antes.
Cuando un hijo es un hijo, vive y muere gritando:
¡madre!
Hermanos: defendamos su vientre acometido,
hacia donde los grajos crecen de todas partes,
pues, para que las malas alas vuelen, aún quedan
aires.
Echad a las orillas de vuestro corazón
el sentimiento en límites, los efectos parciales.
Son pequeñas historias al lado de ella, siempre
grande.
Una fotografía y un pedazo de tierra,
una carta y un monte son a veces iguales.
Hoy eres tú la hierba que crece sobre todo,
madre.
Familia de esta tierra que nos funde en la luz,
los más oscuros muertos pugnan por levantarse,
fundirse con nosotros y salvar la primera
madre.
España, piedra estoica que se abrió en dos pedazos
de dolor y de piedra profunda para darme:
no me separarán de tus altas entrañas,
madre.
Además de morir por ti, pido una cosa:
que la mujer y el hijo que tengo, cuando pasen,
vayan hasta el rincón que habite de tu vientre,
madre.
Miguel Hernández"
0993567,"Vivre
Je veux vivre en liberté
Je veux être capable seul de me débrouiller
Je veux ne jamais rien devoir à personne
Pour ne pas entendre de reproches qu résonnent
Je veux vivre selon mes sentiments
Je veux pouvoir les rendre encore plus important
Et quelles qu'en soient les conséquences
Allez, au diable les apparences
Je veux vivre comme j'en ai envie
Suivre les chemins que j'ai choisi
Loin des jugements, loin des «on dit »
Je veux être le seul maître de ma vie
Je veux vivre sans jamais me sentir obligé
Je veux toujours être en accord avec ce que je fais
Je veux revendiquer mes différences
Sans dire que c'est bien juste ce que je pense
Je veux vivre comme j'en ai envie
Suivre les chemins que j'ai choisi
Loin des jugements, loin des «on dit »
Je veux être le seul maître de ma vie
Je veux vivre loin de votre système
De ses règles hypocrites qui engendrent la haine
Je veux pouvoir dire adieu à l'ambition
Je ne veux plus me mettre en compétition
Je veux vivre comme j'en ai envie
Suivre les chemins que j'ai choisi
Loin des jugements, loin des «on dit »
Je veux être le seul maître de ma vie"
0040324,"She was goin' back home
By a dark and cold street
Then a man arrived
And put his knife on her throat
He pushed her on the ground
And he riped off her clothes
His hand on her mouth makes that she cannot makes that she cannot
But she's trying to scream, trying to scream
Yes she's trying to make him out of her
He said, tell me that you love it
He said, tell me that you want more
He said, tell me that I'm better than your man
And I let you breathe
The noise of her head, against the ground
Reverberate all around like a drum kick sound
It makes someone have look, he was trying to see
What was happening there, then he saw;
And he get go scared, he was so scared
That he can't help himself running
And he heard."
1078427,"like a block of stone carried on my back
it feels when i'm putting down the phone
so you got a load of issues
so you got a load of time
i rely on you to bug
and you never dissappoint me
one more endless round
one more endless round
you're always getting me down down
you're always turning my mood around
you got complaints and you got a load of trouble
congratulate yourself you brought me
down down
here's the place for a nice little
suburban nightmare
and I know that you're gonna use it
how did i get involved in this one way thing i can't say
cause i know you're gonna use it
one more endless round
one more endless round
you're always getting me down down
you're always turning my mood around
you got complaints and you got a load of trouble
congratulations you just brought me
down down
shut it up
just listen once
i am not the place
for trouble and trash
you can't blame me
i see the way it is
and i don't intend
to let you overturn me
you're always getting me down down
you're always turning my mood around
you got complaints and you got a load of trouble
congratulations you just brought me
down down"
